tf,gene,label
Rbpj,Sidt2,0
Rbpj,Actn3,0
Rbpj,Gm14005,0
Rbpj,Tsc22d3,0
Rbpj,Marcksl1,0
Rbpj,Chd7,0
Rbpj,Bptf,0
Rbpj,Lmo2,0
Rbpj,Slc25a12,0
Rbpj,Adora1,0
Rbpj,Phf21a,0
Rbpj,Pbx1,0
Rbpj,Lima1,0
Rbpj,Flot2,0
Rbpj,Ddx21,0
Rbpj,Kdm4c,0
Rbpj,Adamts5,0
Rbpj,Hoxc13,0
Rbpj,Atf5,0
Rbpj,Prox1,0
Rbpj,Sim2,0
Rbpj,Ldha,0
Rbpj,Srm,0
Rbpj,Ypel2,0
Rbpj,Krt84,0
Rbpj,Sh3bp1,0
Rbpj,Celf2,0
Rbpj,Prrx1,0
Rbpj,Tmprss5,0
Rbpj,Kctd15,0
Rbpj,Mmgt2,0
Patz1,Asxl3,0
Patz1,Batf2,0
Patz1,Trpm3,0
Patz1,Ubtf,1
Patz1,Rrbp1,1
Patz1,Nkx2-1,0
Patz1,Plcxd3,0
Patz1,Agap1,0
Patz1,Btbd11,1
Patz1,Rlim,1
Patz1,Cdk6,1
Patz1,Crtac1,0
Patz1,Rnf130,0
Patz1,Ghr,0
Patz1,Pde8a,0
Patz1,Sema5b,0
Patz1,Bcor,1
Patz1,Sntb2,0
Patz1,Pth1r,1
Patz1,Nespas,0
Patz1,Kitl,0
Patz1,P4htm,1
Patz1,Jdp2,1
Patz1,Otx1,0
Patz1,Bdnf,0
Patz1,Ntn4,0
Patz1,Efna5,0
Patz1,Ptrf,1
Patz1,Jakmip2,1
Patz1,Pnkd,0
Patz1,Klf2,0
Patz1,Mafg,0
Patz1,Mme,0
Patz1,Rims2,1
Patz1,Msl1,1
Patz1,Adamts1,1
Patz1,Flt1,1
Patz1,Speg,1
Patz1,Rbpj,1
Patz1,Rap1gds1,0
Patz1,Tagln2,0
Patz1,Ppm1h,1
Patz1,Gpm6b,1
Patz1,Nav1,0
Patz1,Kcna6,0
Patz1,Nlk,1
Patz1,Srr,0
Patz1,Zfp146,0
Patz1,Hoxa5,0
Patz1,Map4k4,1
Patz1,Otx2,1
Patz1,Ddx21,0
Patz1,Pitpnc1,1
Patz1,Stag2,0
Patz1,Fam57b,1
Patz1,Jun,1
Patz1,Cacng4,0
Patz1,Tgfb1i1,1
Patz1,Asxl1,0
Patz1,Lrp2,1
Patz1,Aspa,0
Patz1,Npr3,1
Patz1,Rbms1,0
Patz1,Trip4,1
Patz1,Epha7,0
Patz1,Insm1,1
Patz1,H1f0,1
Patz1,Slc22a23,1
Patz1,9530059O14Rik,1
Patz1,Pde4b,0
Patz1,Dlx6,0
Rfx7,5330413P13Rik,0
Rfx7,Dlx2,1
Rfx7,Bcl6,1
Rfx7,Mapkapk2,1
Rfx7,Pafah1b1,1
Rfx7,Hmgb1,1
Rfx7,Ubtf,1
Rfx7,Smad4,1
Rfx7,Chd4,1
Rfx7,Lpgat1,1
Rfx7,Ipo7,1
Rfx7,Nfe2l1,1
Rfx7,Marcks,1
Rfx7,Ikzf2,0
Rfx7,Rfx2,1
Rfx7,Satb1,1
Rfx7,Ddit3,1
Rfx7,Itsn2,1
Rfx7,Socs3,1
Rfx7,Reep3,1
Rfx7,Cd248,0
Rfx7,Tead2,0
Rfx7,Gigyf2,1
Rfx7,Anxa1,1
Rfx7,Fosb,1
Rfx7,Ttc28,0
Rfx7,Stt3b,1
Rfx7,Clptm1,1
Rfx7,Ehmt2,1
Rfx7,Dusp6,1
Rfx7,Psip1,1
Rfx7,Eif2a,1
Rfx7,Naa25,1
Rfx7,Mypn,0
Rfx7,Rnf130,1
Rfx7,Zbtb8a,0
Rfx7,Msi2,1
Rfx7,Sbk1,1
Rfx7,Afp,0
Rfx7,Mtdh,1
Rfx7,Amotl2,1
Rfx7,Pcf11,1
Rfx7,Begain,0
Rfx7,Tmem150a,1
Rfx7,Ybx1,1
Rfx7,Ergic3,1
Rfx7,Fam78a,1
Rfx7,Samd4b,1
Rfx7,Ptges3,1
Rfx7,Fam193b,0
Rfx7,Bhlhe40,1
Rfx7,Bcl2l1,1
Rfx7,Sema4a,1
Rfx7,Zdhhc9,1
Rfx7,Gng10,0
Rfx7,Mab21l1,0
Rfx7,Ppp1r8,1
Rfx7,Smo,1
Rfx7,Hnrnpu,1
Rfx7,Smurf2,1
Rfx7,Fam120a,1
Rfx7,Gnaq,1
Rfx7,Mecom,0
Rfx7,Nab1,1
Rfx7,Ndufa13,1
Rfx7,Myh9,1
Rfx7,Nipbl,1
Rfx7,Nap1l1,1
Rfx7,Skiv2l,1
Rfx7,Chd5,1
Rfx7,Pacsin1,1
Rfx7,Pkdcc,1
Rfx7,Ivns1abp,1
Rfx7,Itga10,0
Rfx7,Sel1l3,0
Rfx7,Ranbp9,1
Rfx7,Stim2,1
Rfx7,Chd7,1
Rfx7,Pdgfb,1
Rfx7,Chn2,1
Rfx7,Arid1a,1
Rfx7,Sumo2,1
Rfx7,Prpf3,1
Rfx7,Hnrnpa3,1
Rfx7,Bptf,1
Rfx7,Itpr1,1
Rfx7,Zfx,1
Rfx7,9130024F11Rik,0
Rfx7,Tsc22d1,1
Rfx7,Id3,1
Rfx7,Pcbp4,1
Rfx7,Myh10,1
Rfx7,Pls3,1
Rfx7,Map3k3,1
Rfx7,Homer2,1
Rfx7,Traf3,1
Rfx7,Chpf,1
Rfx7,Zbtb12,1
Rfx7,Tax1bp3,1
Rfx7,Ric8b,1
Rfx7,Adcyap1r1,0
Rfx7,Chsy1,0
Rfx7,Ahnak,1
Rfx7,Acvr1,1
Rfx7,Vcp,1
Rfx7,Lhx9,0
Rfx7,Rab2a,1
Rfx7,Tyro3,0
Rfx7,Coch,0
Rfx7,Nlk,1
Rfx7,Uck2,1
Rfx7,Vars2,1
Rfx7,Srsf10,0
Rfx7,Hoxa5,0
Rfx7,Phc2,1
Rfx7,Ddx17,1
Rfx7,Gadd45g,1
Rfx7,Odf2,1
Rfx7,Txnip,1
Rfx7,Hipk2,1
Rfx7,Plec,1
Rfx7,Anp32a,1
Rfx7,Cmtm4,1
Rfx7,Nuak1,1
Rfx7,Pdgfa,1
Rfx7,Atf2,0
Rfx7,Tbcc,1
Rfx7,Grip1,1
Rfx7,Tead1,1
Rfx7,Fst,1
Rfx7,Zfp513,1
Rfx7,Igf2bp1,1
Rfx7,Smad3,1
Rfx7,Nt5c2,1
Rfx7,Zic4,0
Rfx7,Srm,1
Rfx7,Pabpn1,1
Rfx7,Dyrk1a,1
Rfx7,Rora,1
Rfx7,Ccnd3,1
Rfx7,Asxl1,1
Rfx7,Ndst1,1
Rfx7,Etohd2,1
Rfx7,Setbp1,1
Rfx7,Dio3,1
Rfx7,Slc22a15,0
Rfx7,Sox12,1
Rfx7,Jazf1,0
Rfx7,Setd5,1
Rfx7,Ptms,1
Rfx7,Esm1,0
Rfx7,Klf9,1
Rfx7,Bud13,1
Rfx7,Nle1,1
Rfx7,Clcn3,1
Rfx7,Rin1,0
Rfx7,Ap1s1,1
Rfx7,Pitpna,1
Rfx7,Ramp2,0
Rfx7,Ppp2r5c,1
Rfx7,Cav1,1
Rfx7,Chmp4b,1
Rfx7,Spata6,1
Rfx7,Mmd,1
Rfx7,Cdca2,1
Rfx7,Nrk,1
Rfx7,Kif21b,0
Irf3,Col5a1,1
Irf3,4933430I17Rik,0
Irf3,Atxn1,1
Irf3,Bcl6,1
Irf3,Syt6,0
Irf3,Rxrg,0
Irf3,Brd2,1
Irf3,Fzd2,1
Irf3,Gpc1,0
Irf3,Lmo4,1
Irf3,Oaf,0
Irf3,Anxa1,0
Irf3,Rabgap1,1
Irf3,Ptch1,0
Irf3,Sobp,0
Irf3,Serpine2,1
Irf3,Ubap2l,1
Irf3,Stc2,0
Irf3,Srrm4,0
Irf3,Sp5,1
Irf3,Arid2,1
Irf3,Cirh1a,1
Irf3,Pknox2,1
Irf3,Pcf11,0
Irf3,Zfp518b,0
Irf3,Ppp1r14b,0
Irf3,Osbpl6,0
Irf3,Mlec,1
Irf3,Tpm3,1
Irf3,Pias3,0
Irf3,Samd4b,1
Irf3,Bhlhe40,1
Irf3,Arf5,1
Irf3,Atxn7l3,0
Irf3,Fam120a,0
Irf3,Dnajb12,0
Irf3,Cacna1d,0
Irf3,Kif26b,0
Irf3,Bdnf,1
Irf3,Irf2,1
Irf3,Tgif1,1
Irf3,Negr1,0
Irf3,Chrnb1,0
Irf3,Pstpip2,0
Irf3,Slc9a7,0
Irf3,Hnf1a,0
Irf3,Arhgef17,0
Irf3,Ing3,0
Irf3,Csnk1g2,1
Irf3,Pdgfb,1
Irf3,Prpf3,1
Irf3,Mbnl1,1
Irf3,Zfp608,1
Irf3,Tuba1a,1
Irf3,Rap1b,1
Irf3,Gna14,0
Irf3,Cacnb3,0
Irf3,Itga3,1
Irf3,Nav1,1
Irf3,Glud1,1
Irf3,Mmp14,1
Irf3,Fam3c,0
Irf3,Nlk,1
Irf3,Zeb2,1
Irf3,Sema3c,0
Irf3,1700034H15Rik,0
Irf3,Phc2,0
Irf3,Ctdsp2,1
Irf3,Ddx21,0
Irf3,Gadd45g,1
Irf3,Tug1,1
Irf3,Pdgfa,0
Irf3,Dennd2a,1
Irf3,Flii,1
Irf3,Bsn,0
Irf3,Pcsk1,0
Irf3,Grip1,1
Irf3,Lypla2,1
Irf3,D16Ertd472e,0
Irf3,Smad3,1
Irf3,Atf3,1
Irf3,Bcl9l,1
Irf3,Tbx3,1
Irf3,Fam102b,0
Irf3,Bmpr1b,0
Irf3,Pcdh7,1
Irf3,Ergic1,1
Irf3,Cdh17,0
Irf3,Atxn10,0
Irf3,Celf2,1
Irf3,She,0
Irf3,Pabpc1,1
Irf3,Cdkn1c,1
Irf3,Ppp2r5c,1
Irf3,Lrriq4,0
Irf3,Nog,1
Irf3,Fbxo36,0
Irf3,Ptpn14,1
Setdb1,Vim,0
Setdb1,Cldn23,0
Setdb1,Arfgef1,0
Setdb1,Pard3b,0
Setdb1,A230050P20Rik,0
Setdb1,Tox3,0
Setdb1,Sbk1,0
Setdb1,Sumo3,0
Setdb1,Xpnpep1,0
Setdb1,Has2,0
Setdb1,Tcf7l2,0
Setdb1,Ehmt1,0
Setdb1,Mrvi1,0
Setdb1,Mfhas1,0
Setdb1,Krt19,0
Setdb1,Zfp521,0
Setdb1,Mras,0
Setdb1,Arl6ip5,0
Setdb1,Csnk1g2,0
Setdb1,Ovol1,0
Setdb1,Adnp,0
Setdb1,Celf4,0
Setdb1,Tuba1a,0
Setdb1,Ltbp1,0
Setdb1,Zfp516,0
Setdb1,Dbndd2,0
Setdb1,Ssbp2,0
Setdb1,9330182L06Rik,0
Setdb1,Scd2,0
Setdb1,Tcf15,0
Setdb1,Inha,0
Setdb1,Vav3,0
Setdb1,Flot2,0
Setdb1,Bsn,0
Setdb1,Ttc9b,0
Setdb1,Fam53b,0
Setdb1,Ascc2,0
Setdb1,Clstn2,0
Setdb1,Sez6,0
Setdb1,Rnf165,0
Setdb1,Prrx1,0
Setdb1,Foxj2,0
Setdb1,Sik3,0
Setdb1,Ramp2,0
Setdb1,Elavl2,0
Setdb1,Cdca2,0
Traf4,Zbtb25,0
Traf4,Bcl6,1
Traf4,Ralyl,0
Traf4,App,0
Traf4,Kng2,0
Traf4,Mybpc1,0
Traf4,H2afy,0
Traf4,Maneal,0
Traf4,Zc3h4,0
Traf4,Dmrta2,1
Traf4,Baz1a,1
Traf4,Rcc2,1
Traf4,Eif2a,0
Traf4,Stc2,0
Traf4,Kdm2b,0
Traf4,Pknox2,0
Traf4,Grhl2,0
Traf4,Acta2,0
Traf4,Cbx8,0
Traf4,Stau2,0
Traf4,Slc15a1,0
Traf4,Kif26b,0
Traf4,Bdnf,1
Traf4,Serpina3n,0
Traf4,Inppl1,1
Traf4,Pde4a,0
Traf4,Mn1,0
Traf4,Hnf1a,0
Traf4,Ttc7b,0
Traf4,Alx1,0
Traf4,Bcas3,0
Traf4,Mitf,1
Traf4,Sertad2,1
Traf4,Eif2s2,0
Traf4,Brd3,1
Traf4,Hlf,0
Traf4,Sfn,1
Traf4,Mtf2,0
Traf4,Cldn11,0
Traf4,Coch,0
Traf4,Cnpy1,0
Traf4,Fzd8,0
Traf4,Ppp2r2c,0
Traf4,Zbtb2,0
Traf4,Syt9,0
Traf4,Cpne5,0
Traf4,Zmynd8,1
Traf4,Yes1,0
Traf4,Rims1,0
Traf4,Nfkbiz,0
Traf4,Fjx1,0
Traf4,Atf5,0
Traf4,Mctp1,0
Traf4,Kcnn2,0
Traf4,Elovl6,0
Traf4,Sema3b,0
Traf4,Prkg2,1
Traf4,Mgat3,0
Traf4,Celf2,1
Traf4,Prelp,0
Traf4,Tmpo,0
Traf4,Epha7,1
Traf4,Adamts17,0
Etv3,Dlx2,0
Etv3,Chd2,0
Etv3,Grb10,0
Etv3,Lpp,0
Etv3,Cdc42bpa,0
Etv3,Stk24,0
Etv3,Dusp10,0
Etv3,E330009J07Rik,0
Etv3,Sobp,0
Etv3,Sp9,0
Etv3,Hist1h1e,0
Etv3,Scarf2,0
Etv3,Oit1,0
Etv3,D930048N14Rik,0
Etv3,Fam78a,0
Etv3,Dlx5,0
Etv3,Trpc4ap,0
Etv3,Aatf,0
Etv3,Snx2,0
Etv3,Raly,0
Etv3,Apln,0
Etv3,Ovol2,0
Etv3,Cnnm2,0
Etv3,Cdx1,0
Etv3,Zfp385b,0
Etv3,Casz1,0
Etv3,Pogk,0
Etv3,Pnck,0
Etv3,Hdgf,0
Etv3,Ogdhl,0
Etv3,Hoxb5,0
Etv3,Tead3,0
Etv3,Runx1t1,0
Etv3,Gnai2,0
Etv3,Frs3,0
Etv3,Irx3,0
Etv3,Cdh17,0
Etv3,Pex1,0
Etv3,Prrx1,0
Etv3,Ankrd34a,0
Etv3,Ezh2,0
Etv3,Ramp2,0
Etv3,Msn,0
Etv3,Krtcap2,0
Etv3,Msx2,0
Kat5,Pde1b,0
Kat5,Ddit3,0
Kat5,Zfp697,0
Kat5,Rab34,0
Kat5,Ctcf,0
Kat5,Lgi1,0
Kat5,Stt3b,0
Kat5,Stk4,0
Kat5,Celsr1,0
Kat5,Lmx1b,0
Kat5,Ybx1,0
Kat5,Has2,0
Kat5,Kdm3b,0
Kat5,Tnfrsf12a,0
Kat5,Trpc4ap,0
Kat5,Svep1,0
Kat5,Myocd,0
Kat5,Ndufa13,0
Kat5,Tbx18,0
Kat5,Dab2ip,0
Kat5,Slc35f4,0
Kat5,Klf2,0
Kat5,Actg2,0
Kat5,Celf4,0
Kat5,Gli3,0
Kat5,Srf,0
Kat5,2610203C20Rik,0
Kat5,Elmo1,0
Kat5,Zbtb12,0
Kat5,Gngt2,0
Kat5,Strn,0
Kat5,Slc7a3,0
Kat5,Prrt3,0
Kat5,Fbn1,0
Kat5,Fign,0
Kat5,Ube2e3,0
Kat5,Anks1b,0
Kat5,Lmx1a,0
Kat5,Robo1,0
Kat5,Cpeb3,0
Kat5,Ywhag,0
Kat5,Zyx,0
Kat5,Dusp4,0
Kat5,Sh3bp1,0
Kat5,Ngef,0
Kat5,Ndufa4l2,0
Kat5,Rnf11,0
Kat5,Fbxo43,0
Lmx1a,Ptprt,0
Lmx1a,Bcl6,0
Lmx1a,Tob1,0
Lmx1a,Hmgb1,0
Lmx1a,Gpr85,1
Lmx1a,Ubtf,0
Lmx1a,AU040320,0
Lmx1a,Obsl1,0
Lmx1a,Eno3,0
Lmx1a,Ehmt2,0
Lmx1a,Baz1a,1
Lmx1a,Masp1,0
Lmx1a,Il7,0
Lmx1a,Ccdc106,0
Lmx1a,Pou3f2,0
Lmx1a,Has2,1
Lmx1a,Pias3,0
Lmx1a,Bhlhe22,1
Lmx1a,Ptchd1,0
Lmx1a,Tgfb2,0
Lmx1a,Mab21l1,1
Lmx1a,Peg10,0
Lmx1a,Hoxc9,0
Lmx1a,Adamts15,0
Lmx1a,Arhgef17,0
Lmx1a,Camk2a,0
Lmx1a,Runx1,0
Lmx1a,Tnrc18,1
Lmx1a,Rgag4,0
Lmx1a,Hlf,0
Lmx1a,Pkp4,0
Lmx1a,Myl4,0
Lmx1a,Hes1,0
Lmx1a,Ccne2,0
Lmx1a,Tac1,1
Lmx1a,1700034H15Rik,0
Lmx1a,Kctd10,0
Lmx1a,Syt9,0
Lmx1a,Elmod1,0
Lmx1a,Tug1,0
Lmx1a,Gfra1,0
Lmx1a,Itpka,0
Lmx1a,Emx2,1
Lmx1a,Sez6,0
Lmx1a,Robo1,0
Lmx1a,Lrrc4,1
Lmx1a,Pitx1,0
Lmx1a,Nova2,0
Lmx1a,Purb,0
Lmx1a,Erbb3,0
Lmx1a,2610028E06Rik,1
Lmx1a,Vgll3,0
Lmx1a,Prelp,0
Lmx1a,Prrx1,0
Lmx1a,Ap1s1,0
Lmx1a,Zfp423,0
Lmx1a,Cenpb,0
Lmx1a,Lemd1,1
Lmx1a,Pcsk6,0
Lmx1a,Lrrc8c,0
Lmx1a,Elavl2,0
Lmx1a,Dnajc11,0
Mkrn1,Kcnd3,0
Mkrn1,Adcy2,0
Mkrn1,Tgm3,0
Mkrn1,Pdzrn3,0
Mkrn1,Tpm2,0
Mkrn1,Arpc2,0
Mkrn1,L3mbtl3,0
Mkrn1,Rdh10,0
Mkrn1,Pnma2,0
Mkrn1,Rbms2,0
Mkrn1,Ybx1,0
Mkrn1,Has2,0
Mkrn1,Ptges3,0
Mkrn1,Id4,0
Mkrn1,Ehmt1,0
Mkrn1,Col23a1,0
Mkrn1,Lzts2,0
Mkrn1,Hoxc11,0
Mkrn1,Gabra2,0
Mkrn1,D630039A03Rik,0
Mkrn1,Wsb1,0
Mkrn1,Sorcs1,0
Mkrn1,Ptgs2,0
Mkrn1,Map3k3,0
Mkrn1,Ctbp2,0
Mkrn1,Elmo3,0
Mkrn1,Gm14137,0
Mkrn1,Col4a1,0
Mkrn1,Hes1,0
Mkrn1,Grin3a,0
Mkrn1,Btla,0
Mkrn1,Matr3,0
Mkrn1,Tug1,0
Mkrn1,Il4,0
Mkrn1,Sgsm2,0
Mkrn1,Smad3,0
Mkrn1,Cap1,0
Mkrn1,Celf2,0
Mkrn1,Zbtb38,0
Mkrn1,Vgll3,0
Mkrn1,Snai1,0
Mkrn1,Tmprss5,0
Mkrn1,Ndrg1,0
Mkrn1,9530059O14Rik,0
Mkrn1,Sgk1,0
Mkrn1,Nphs1,0
Cdyl,Nova1,0
Cdyl,Vim,0
Cdyl,Plxna4,0
Cdyl,Mzt1,0
Cdyl,Fzd2,0
Cdyl,Brsk2,0
Cdyl,Dlgap1,0
Cdyl,Sbk1,0
Cdyl,Sntb2,0
Cdyl,Xpnpep1,0
Cdyl,Ptges3,0
Cdyl,Asns,0
Cdyl,Bcl11a,0
Cdyl,Tmem108,0
Cdyl,Jdp2,0
Cdyl,Rasd2,0
Cdyl,Atp2a2,0
Cdyl,Col5a2,0
Cdyl,Dclk1,0
Cdyl,Hoxa1,0
Cdyl,Dtna,0
Cdyl,Hmga2,0
Cdyl,Scube1,0
Cdyl,Kit,0
Cdyl,Bcas3,0
Cdyl,Fam19a5,0
Cdyl,Ggt7,0
Cdyl,Triobp,0
Cdyl,Kctd19,0
Cdyl,Map3k3,0
Cdyl,Dpf3,0
Cdyl,Casz1,0
Cdyl,Gm14137,0
Cdyl,Gna14,0
Cdyl,Hoxd3,0
Cdyl,1700025G04Rik,0
Cdyl,Sox5,0
Cdyl,Lgr4,0
Cdyl,Kctd10,0
Cdyl,Ctdsp2,0
Cdyl,Mapk10,0
Cdyl,Pcdh10,0
Cdyl,Ptprm,0
Cdyl,Vsx2,0
Cdyl,Chrnb2,0
Cdyl,Mtch2,0
Cdyl,Etv1,0
Cdyl,Ptms,0
Cdyl,Cdkn1c,0
Cdyl,Pitpna,0
Cdyl,Rai14,0
Cdyl,Fmnl1,0
Cdyl,1810043G02Rik,0
Cdyl,Hes7,0
Dmtf1,Tcf4,0
Dmtf1,Bach1,0
Dmtf1,Tpbg,0
Dmtf1,Irs2,0
Dmtf1,AU040320,0
Dmtf1,Lmo4,0
Dmtf1,Gigyf2,0
Dmtf1,Ppargc1b,0
Dmtf1,Slc39a7,0
Dmtf1,St8sia4,0
Dmtf1,Tnnt2,0
Dmtf1,AI593442,0
Dmtf1,Bcl11a,0
Dmtf1,Hoxd9,0
Dmtf1,Smo,0
Dmtf1,Slc39a8,0
Dmtf1,Ddit4,0
Dmtf1,Fkbp5,0
Dmtf1,Arhgef17,0
Dmtf1,Cnnm2,0
Dmtf1,Celf3,0
Dmtf1,Gli3,0
Dmtf1,Enpp2,0
Dmtf1,Fhod1,0
Dmtf1,Pou5f1,0
Dmtf1,Cnpy1,0
Dmtf1,Phox2a,0
Dmtf1,Ubr5,0
Dmtf1,Pitpnc1,0
Dmtf1,Igf2bp1,0
Dmtf1,Trh,0
Dmtf1,Glis3,0
Dmtf1,Gnai2,0
Dmtf1,Rspo2,0
Dmtf1,Col13a1,0
Dmtf1,Gata2,0
Dmtf1,Mobp,0
Dmtf1,Dio3,0
Dmtf1,Setd5,0
Ascl1,Gabrb3,0
Ascl1,AU040320,0
Ascl1,Cdc42ep1,0
Ascl1,Cga,0
Ascl1,Naa25,0
Ascl1,St8sia4,0
Ascl1,Il7,0
Ascl1,Perp,0
Ascl1,Lhx2,0
Ascl1,Kdm3b,0
Ascl1,Fblim1,0
Ascl1,Svep1,0
Ascl1,Hoxb6,0
Ascl1,Tgif1,0
Ascl1,Cacna1g,0
Ascl1,Tmem136,0
Ascl1,Slc6a6,0
Ascl1,Pkdcc,0
Ascl1,Dab2,0
Ascl1,Fbxl19,0
Ascl1,Itpr1,0
Ascl1,Gdpd5,0
Ascl1,Tnfaip6,0
Ascl1,Tsc22d1,0
Ascl1,Gm14137,0
Ascl1,Ahnak,0
Ascl1,Kcna6,0
Ascl1,Fgf20,0
Ascl1,1700034H15Rik,0
Ascl1,Eif4g1,0
Ascl1,Spats2l,0
Ascl1,Irx5,0
Ascl1,Gadd45g,0
Ascl1,Lgr5,0
Ascl1,Sorcs2,0
Ascl1,Yes1,0
Ascl1,Rims1,0
Ascl1,Aebp2,0
Ascl1,Jph4,0
Ascl1,Bmpr1b,0
Ascl1,Pcolce,0
Ascl1,Pum2,0
Ascl1,Atxn10,0
Ascl1,Ube2k,0
Ascl1,Nfatc1,0
Ascl1,Abi3bp,0
Ascl1,Trpc4,0
Ascl1,Ramp2,0
Ascl1,Chpf2,0
Ascl1,Sgk1,0
Nkx2-1,4933430I17Rik,0
Nkx2-1,Shank2,0
Nkx2-1,Syt6,0
Nkx2-1,Sash1,0
Nkx2-1,Rtf1,0
Nkx2-1,Gem,1
Nkx2-1,Rfx2,0
Nkx2-1,Hhip,1
Nkx2-1,Gli1,0
Nkx2-1,Hoxd11,1
Nkx2-1,Nat8l,0
Nkx2-1,Cdc42bpa,1
Nkx2-1,Stmn2,1
Nkx2-1,Tnfsf15,0
Nkx2-1,Pcyt1b,0
Nkx2-1,Lhx5,1
Nkx2-1,St8sia4,0
Nkx2-1,Arpc2,1
Nkx2-1,Celsr1,0
Nkx2-1,Gna13,0
Nkx2-1,Sp5,0
Nkx2-1,Bcor,1
Nkx2-1,Sntb2,0
Nkx2-1,Bhlhe40,1
Nkx2-1,Ppp1r9a,0
Nkx2-1,Bcl11a,1
Nkx2-1,Kitl,0
Nkx2-1,Epas1,1
Nkx2-1,Hoxd9,0
Nkx2-1,Zfp277,0
Nkx2-1,Hoxb6,0
Nkx2-1,Nipal4,0
Nkx2-1,Lzts2,0
Nkx2-1,Dpy19l1,0
Nkx2-1,Xpo7,0
Nkx2-1,Ivns1abp,0
Nkx2-1,Scn1a,1
Nkx2-1,Pdp1,0
Nkx2-1,Zmiz1,1
Nkx2-1,Heg1,0
Nkx2-1,Ypel5,0
Nkx2-1,Rgag4,1
Nkx2-1,Il11,0
Nkx2-1,Sorcs1,0
Nkx2-1,Zbtb12,0
Nkx2-1,Gngt2,0
Nkx2-1,Epha2,0
Nkx2-1,Gna14,0
Nkx2-1,Matn2,0
Nkx2-1,Gpm6b,0
Nkx2-1,Fam83h,0
Nkx2-1,Sema3c,0
Nkx2-1,Fgf20,1
Nkx2-1,Rspo3,1
Nkx2-1,Rims1,1
Nkx2-1,Iqsec2,0
Nkx2-1,Caskin1,0
Nkx2-1,Lpar4,1
Nkx2-1,Srpr,0
Nkx2-1,Esrrb,1
Nkx2-1,Kcnh5,1
Nkx2-1,Lrrc4,0
Nkx2-1,Lrp2,0
Nkx2-1,Rnf165,1
Nkx2-1,Ttc36,0
Nkx2-1,Itgb6,1
Nkx2-1,Rab11fip5,0
Nkx2-1,Mapre1,0
Nkx2-1,Foxp2,1
Nkx2-1,Elavl2,0
Nkx2-1,Eomes,0
Gata6,Sox4,1
Gata6,Mex3b,1
Gata6,Grik3,1
Gata6,Gabrb3,1
Gata6,Ankrd28,1
Gata6,Ptprt,1
Gata6,Chd2,1
Gata6,Nova1,1
Gata6,Bcl6,1
Gata6,Mapkapk2,1
Gata6,Chst8,1
Gata6,Sec16b,0
Gata6,Trpm3,1
Gata6,Pafah1b1,1
Gata6,Cul1,1
Gata6,Ralyl,1
Gata6,Tcf4,1
Gata6,Tob1,1
Gata6,Hmgb1,1
Gata6,Aplp1,1
Gata6,Ubtf,1
Gata6,Smad4,1
Gata6,Irs2,1
Gata6,Chd4,1
Gata6,E130012A19Rik,1
Gata6,Cpne9,1
Gata6,Ntrk3,1
Gata6,AU040320,1
Gata6,Plagl2,1
Gata6,Cdc42ep1,1
Gata6,Plxna4,1
Gata6,Rapgef3,1
Gata6,Trim66,1
Gata6,Rhob,1
Gata6,Rrbp1,1
Gata6,Kctd1,1
Gata6,Rcor3,1
Gata6,Nfe2l1,0
Gata6,Kcnmb4,1
Gata6,Peg3,1
Gata6,Marcks,1
Gata6,Grb10,1
Gata6,Lpp,0
Gata6,Ext1,0
Gata6,Srgap3,1
Gata6,Satb2,1
Gata6,Aph1a,1
Gata6,Pacs2,1
Gata6,Angpt2,1
Gata6,Ctcf,1
Gata6,Ankrd11,1
Gata6,Csnk2a2,1
Gata6,Reep3,1
Gata6,Basp1,1
Gata6,Lmo4,1
Gata6,Cdyl2,1
Gata6,Stk24,1
Gata6,Cdk17,1
Gata6,Ppp2r2b,1
Gata6,Klf4,1
Gata6,Hoxc4,1
Gata6,Fli1,1
Gata6,Qk,1
Gata6,Zswim5,1
Gata6,Brd1,1
Gata6,Zic1,1
Gata6,Gnb2,1
Gata6,Fbxl7,1
Gata6,Zc3h4,1
Gata6,Brsk2,1
Gata6,Trps1,1
Gata6,Arfgef1,1
Gata6,Fosb,1
Gata6,Serbp1,1
Gata6,Agap1,1
Gata6,Rnf128,1
Gata6,Adcy1,1
Gata6,Ttc28,0
Gata6,Stt3b,1
Gata6,Ptch1,1
Gata6,E2f1,1
Gata6,Hoxa3,1
Gata6,Ebf4,1
Gata6,Clptm1,1
Gata6,Tpm2,0
Gata6,Ptprk,1
Gata6,Ehmt2,1
Gata6,Cdh4,1
Gata6,Cbln1,1
Gata6,Ppargc1b,1
Gata6,Sms,1
Gata6,Spry4,1
Gata6,E330009J07Rik,1
Gata6,Abhd2,1
Gata6,Pard3b,1
Gata6,Kcnk2,1
Gata6,Sobp,1
Gata6,Klhl29,1
Gata6,Plxnc1,1
Gata6,Trim3,1
Gata6,Psip1,1
Gata6,Col14a1,1
Gata6,Klhl15,1
Gata6,Stk10,1
Gata6,Masp1,1
Gata6,Npas3,1
Gata6,Dleu2,1
Gata6,Pou3f3,1
Gata6,Sp9,1
Gata6,Mllt3,1
Gata6,Arpc2,1
Gata6,Ubap2l,1
Gata6,Cacna2d2,1
Gata6,Acvr2b,1
Gata6,Tox3,1
Gata6,Idh3g,1
